date,close,high,low,open,rsi_sig,cci_sig,donchian_sig,return_sig
2017-06-05,243.99,244.3,243.76,243.97,0,0,0,1
2017-06-02,244.17,244.35,243.08,243.42,0,0,0,1
2017-06-01,243.36,243.38,241.64,241.97,0,0,0,1
2017-05-31,241.44,241.88,240.64,241.84,0,1,0,1
2017-05-30,241.5,241.79,241.16,241.34,0,1,0,-1
2017-05-26,241.71,241.9,241.45,241.54,0,1,0,1
2017-05-25,241.76,242.08,240.96,241.2,0,1,0,-1
2017-05-24,240.61,240.73,239.93,240.32,1,1,0,-1
2017-05-23,240.05,240.24,239.51,239.95,1,1,0,-1
2017-05-22,239.52,239.71,238.82,238.9,1,1,0,-1
2017-05-19,238.31,239.08,237.27,237.33,1,1,0,-1
2017-05-18,236.77,237.75,235.43,235.73,1,1,0,-1
2017-05-17,235.82,240.08,235.75,240.08,1,1,0,-1
2017-05-16,240.08,240.67,239.63,240.64,0,0,0,-1
2017-05-15,240.3,240.44,239.45,239.47,0,0,0,-1
2017-05-12,238.98,239.43,238.67,239.09,0,0,0,-1
2017-05-11,239.38,239.57,238.13,239.35,0,0,0,-1
2017-05-10,239.87,239.87,239.15,239.39,0,0,0,-1
2017-05-09,239.44,240.19,239.04,239.96,0,0,0,-1
2017-05-08,239.66,239.92,239.17,239.75,0,0,0,-1
2017-05-05,239.7,239.72,238.68,239.19,0,0,0,-1
2017-05-04,238.76,238.92,237.78,238.83,0,0,0,-1
2017-05-03,238.48,238.88,237.7,238.77,0,0,0,-1
2017-05-02,238.77,238.98,238.3,238.84,0,0,0,-1
2017-05-01,238.68,239.17,238.2,238.68,0,0,0,-1
2017-04-28,238.08,238.93,237.93,238.9,0,0,0,-1
2017-04-27,238.6,238.95,237.98,238.77,0,0,0,-1
2017-04-26,238.4,239.53,238.35,238.51,0,0,0,-1
2017-04-25,238.55,238.95,237.81,237.91,0,0,0,-1
2017-04-24,237.17,237.41,234.56,237.18,0,1,0,-1
2017-04-21,234.59,235.31,234.13,235.25,1,1,0,-1
2017-04-20,235.34,235.85,233.78,234.15,1,1,0,-1
2017-04-19,233.44,234.95,233.18,234.52,1,1,0,-1
2017-04-18,233.87,234.49,233.08,233.72,1,1,0,-1
2017-04-17,234.57,234.57,232.88,233.11,1,1,0,-1
2017-04-13,232.51,234.49,232.51,233.64,1,1,-1,-1
2017-04-12,234.03,234.96,233.77,234.74,0,0,0,-1
2017-04-11,235.06,235.18,233.34,234.9,0,0,0,-1
2017-04-10,235.34,236.26,234.73,235.36,0,0,0,-1
2017-04-07,235.2,236.0,234.64,235.15,0,0,0,-1
2017-04-06,235.44,236.04,234.43,234.94,0,0,0,-1
2017-04-05,234.78,237.39,234.54,236.26,0,0,0,-1
2017-04-04,235.48,235.58,234.56,235.0,0,0,0,-1
2017-04-03,235.33,236.03,233.91,235.8,0,0,0,-1
2017-03-31,235.74,236.51,235.68,235.9,0,0,0,-1
2017-03-30,236.29,236.52,235.27,235.47,0,0,0,-1
2017-03-29,235.54,235.81,234.73,234.99,0,0,0,-1
2017-03-28,235.32,235.81,233.14,233.27,0,0,0,-1
2017-03-27,233.62,233.92,231.61,231.93,0,1,0,-1
2017-03-24,233.86,235.04,232.96,234.38,0,0,0,-1
2017-03-23,234.03,235.34,233.6,234.28,0,0,0,-1
2017-03-22,234.28,234.61,233.05,233.77,0,0,0,-1
2017-03-21,233.73,237.61,233.58,237.47,0,0,0,-1
2017-03-20,236.77,237.36,236.32,237.03,0,-1,0,1
2017-03-17,237.03,237.97,237.03,237.75,0,-1,0,1
2017-03-16,238.48,239.2,238.1,239.11,0,-1,0,1
2017-03-15,238.95,239.44,237.29,237.56,0,-1,0,1
2017-03-14,236.9,237.24,236.19,237.18,0,0,0,1
2017-03-13,237.81,237.86,237.24,237.62,0,-1,0,1
2017-03-10,237.69,238.02,236.59,237.97,0,0,0,1
2017-03-09,236.86,237.24,235.74,236.7,0,0,0,1
2017-03-08,236.56,237.64,236.4,237.34,0,0,0,1
2017-03-07,237.0,237.77,236.76,237.36,0,0,0,1
2017-03-06,237.71,238.12,237.01,237.5,0,0,0,1
2017-03-03,238.42,238.61,237.73,238.17,0,0,0,1
2017-03-02,238.27,239.57,238.21,239.56,0,-1,0,1
2017-03-01,239.78,240.32,238.37,238.39,-1,-1,0,1
2017-02-28,236.47,236.95,236.02,236.67,0,0,0,1
2017-02-27,237.11,237.31,236.35,236.64,0,0,0,1
2017-02-24,236.74,236.79,235.41,235.46,0,0,0,1
2017-02-23,236.44,236.9,235.56,236.88,0,0,0,1
2017-02-22,236.28,236.54,235.83,236.02,0,0,0,1
2017-02-21,236.49,236.69,235.51,235.52,0,0,0,1
2017-02-17,235.09,235.09,233.93,233.95,0,1,0,1
2017-02-16,234.72,235.16,233.85,234.95,0,1,0,-1
2017-02-15,234.92,235.14,233.39,233.45,0,1,0,-1
2017-02-14,233.7,233.71,232.16,232.56,0,1,0,-1
2017-02-13,232.77,233.07,232.05,232.08,1,1,0,-1
2017-02-10,231.51,231.77,230.62,231.0,1,1,0,-1
2017-02-09,230.6,230.95,229.24,229.24,1,1,0,-1
2017-02-08,229.24,229.39,228.31,228.94,1,1,0,-1
2017-02-07,228.94,229.66,228.72,229.38,1,1,0,-1
2017-02-06,228.93,229.33,228.54,228.87,1,1,0,-1
2017-02-03,229.34,229.55,228.46,228.82,1,1,0,-1
2017-02-02,227.77,228.1,226.82,227.62,1,1,0,-1
2017-02-01,227.62,228.59,226.94,227.53,1,1,0,-1
2017-01-31,227.53,227.6,226.32,226.98,1,1,0,-1
2017-01-30,227.55,228.2,226.41,228.17,1,0,0,-1
2017-01-27,228.97,229.59,228.76,229.42,1,0,0,-1
2017-01-26,229.33,229.71,229.01,229.4,1,0,0,-1
2017-01-25,229.57,229.57,228.51,228.7,1,0,0,-1
2017-01-24,227.6,228.08,226.27,226.4,1,0,0,-1
2017-01-23,226.15,226.81,225.27,226.74,1,1,0,-1
2017-01-20,226.74,227.31,225.97,226.7,0,0,0,-1
2017-01-19,225.91,227.0,225.41,226.84,0,1,0,-1
2017-01-18,226.75,226.8,225.9,226.54,0,0,0,-1
2017-01-17,226.25,226.78,225.8,226.31,0,0,0,-1
2017-01-13,227.05,227.4,226.69,226.73,0,0,0,-1
2017-01-12,226.53,226.75,224.96,226.5,0,0,0,-1
2017-01-11,227.1,227.1,225.59,226.36,0,0,0,-1
2017-01-10,226.46,227.45,226.01,226.48,0,0,0,-1
2017-01-09,226.46,227.07,226.42,226.91,0,0,0,-1
2017-01-06,227.21,227.75,225.9,226.53,0,0,0,-1
2017-01-05,226.4,226.58,225.48,226.27,0,0,0,-1
2017-01-04,226.58,226.75,225.61,225.62,0,0,0,-1
2017-01-03,225.24,225.83,223.88,225.04,0,1,0,-1
2016-12-30,223.53,224.83,222.73,224.73,0,1,0,-1
2016-12-29,224.35,224.89,223.84,224.48,0,1,0,-1
2016-12-28,224.4,226.59,224.27,226.57,0,0,0,-1
2016-12-27,226.27,226.73,226.0,226.02,0,0,0,-1
2016-12-23,225.71,225.72,225.21,225.43,0,0,0,-1
2016-12-22,225.38,225.74,224.92,225.6,0,0,0,-1
2016-12-21,225.77,226.45,225.77,226.25,0,0,0,-1
2016-12-20,226.4,226.57,225.88,226.15,0,0,0,1
2016-12-19,225.53,226.02,225.08,225.25,0,0,0,-1
2016-12-16,225.04,226.08,224.67,226.01,0,0,0,-1
2016-12-15,226.81,227.81,225.89,226.16,0,0,0,1
2016-12-14,225.88,228.23,225.37,227.41,0,0,0,-1
2016-12-13,227.76,228.34,227.0,227.02,0,-1,0,1
2016-12-12,226.25,226.96,225.76,226.4,0,0,0,-1
2016-12-09,226.51,226.53,225.37,225.41,0,0,0,-1
2016-12-08,225.15,225.7,224.26,224.57,0,0,0,-1
2016-12-07,224.6,224.67,221.38,221.52,0,1,0,-1
2016-12-06,221.7,221.74,220.66,221.22,0,1,0,-1
2016-12-05,221.0,221.4,220.42,220.65,0,1,0,-1
2016-12-02,219.68,220.25,219.26,219.67,0,1,0,-1
2016-12-01,219.57,220.73,219.15,220.73,1,1,0,-1
2016-11-30,220.38,221.82,220.31,221.63,0,1,0,-1
2016-11-29,220.91,221.44,220.17,220.52,0,1,0,-1
2016-11-28,220.48,221.48,220.36,221.16,0,0,0,-1
2016-11-25,221.52,221.56,221.01,221.1,0,0,0,-1
2016-11-23,220.7,220.76,219.75,219.98,0,0,0,-1
2016-11-22,220.58,220.79,219.73,220.51,1,0,0,-1
2016-11-21,220.15,220.18,219.0,219.17,1,0,0,-1
2016-11-18,218.5,219.27,218.29,219.07,1,0,0,-1
2016-11-17,218.99,219.06,217.92,218.05,1,0,0,-1
2016-11-16,217.87,218.14,217.42,217.56,1,1,0,-1
2016-11-15,218.28,218.28,216.8,217.04,0,1,0,-1
2016-11-14,216.59,217.27,215.72,217.03,1,1,0,-1
2016-11-11,216.42,216.7,215.32,216.08,0,1,0,-1
2016-11-10,216.92,218.31,215.22,217.3,0,1,0,-1
2016-11-09,216.38,217.1,212.34,212.37,1,1,0,-1
2016-11-08,214.11,214.77,212.38,212.69,1,1,0,-1
2016-11-07,213.15,213.19,208.55,208.55,1,1,0,-1
2016-11-04,208.55,209.89,208.38,208.91,1,1,0,-1
2016-11-03,208.78,210.24,208.46,209.99,1,1,0,-1
2016-11-02,209.74,211.1,209.23,210.65,1,1,0,-1
2016-11-01,211.01,212.99,209.6,212.93,1,0,0,-1
2016-10-31,212.55,213.19,212.36,212.93,0,0,0,-1
2016-10-28,212.54,213.93,211.71,213.14,0,0,0,-1
2016-10-27,213.17,214.62,213.08,214.58,0,0,0,-1
2016-10-26,213.74,214.42,212.93,213.21,0,0,0,-1
2016-10-25,214.17,214.98,213.98,214.68,0,0,0,-1
2016-10-24,214.89,215.32,214.48,215.0,0,0,0,-1
2016-10-21,213.98,214.08,212.76,213.88,0,0,0,-1
2016-10-20,213.88,214.53,213.11,213.87,0,0,0,-1
2016-10-19,214.28,214.64,213.6,214.02,0,0,0,-1
2016-10-18,213.71,214.31,213.27,214.24,0,0,0,-1
2016-10-17,212.38,213.39,212.17,213.09,0,0,0,-1
2016-10-14,213.12,214.69,213.03,214.15,-1,0,0,-1
2016-10-13,213.01,213.59,211.21,212.16,0,0,0,-1
2016-10-12,213.71,214.32,213.01,213.59,0,0,0,-1
2016-10-11,213.43,215.74,212.58,215.66,0,0,0,-1
2016-10-10,216.16,216.7,215.99,216.16,0,-1,0,1
2016-10-07,215.04,216.3,214.19,216.1,0,-1,0,1
2016-10-06,215.78,216.04,214.74,215.37,0,-1,0,1
2016-10-05,215.63,216.13,215.33,215.41,0,-1,0,1
2016-10-04,214.68,216.17,213.99,215.91,0,0,0,1
2016-10-03,215.78,216.04,215.04,215.82,0,-1,0,1
2016-09-30,216.3,217.12,215.36,215.65,0,-1,0,1
2016-09-29,214.68,216.87,214.04,216.4,0,0,0,1
2016-09-28,216.64,216.82,214.71,215.83,0,-1,0,1
2016-09-27,215.57,215.68,213.62,214.05,0,0,0,1
2016-09-26,214.24,215.23,214.01,215.02,0,0,0,1
2016-09-23,215.99,216.88,215.88,216.72,0,-1,0,1
2016-09-22,217.18,217.53,216.71,217.0,0,-1,0,1
2016-09-21,215.82,216.03,213.44,214.24,0,0,0,1
2016-09-20,213.42,214.59,213.38,214.41,0,0,0,-1
2016-09-19,213.41,214.88,213.03,214.13,0,0,0,-1
2016-09-16,213.37,213.69,212.57,213.48,0,1,0,1
2016-09-15,215.28,215.73,212.75,212.96,0,0,0,1
2016-09-14,213.15,214.7,212.5,213.29,0,1,0,1
2016-09-13,213.23,215.15,212.5,214.84,0,1,0,-1
2016-09-12,216.34,216.81,212.31,212.39,0,0,0,1
2016-09-09,213.28,217.03,213.25,216.97,0,0,0,-1
2016-09-08,218.51,218.94,218.15,218.62,0,-1,0,1
2016-09-07,219.01,219.22,218.3,218.84,0,-1,0,1
2016-09-06,219.03,219.12,217.86,218.7,0,-1,0,1
2016-09-02,218.37,218.87,217.7,218.39,0,-1,0,1
2016-09-01,217.39,217.73,216.03,217.37,0,0,0,1
2016-08-31,217.38,217.75,216.47,217.61,0,0,0,1
2016-08-30,218.0,218.59,217.35,218.26,0,0,0,1
2016-08-29,218.36,218.67,217.4,217.44,0,0,0,1
2016-08-26,217.29,219.12,216.25,217.92,0,0,0,1
2016-08-25,217.7,218.19,217.22,217.4,0,0,0,1
2016-08-24,217.85,218.91,217.36,218.8,0,0,0,1
2016-08-23,218.97,219.6,218.9,219.25,0,0,0,1
2016-08-22,218.53,218.8,217.83,218.26,0,0,0,1
2016-08-19,218.54,218.75,217.74,218.31,-1,0,0,1
2016-08-18,218.86,218.9,218.21,218.34,0,0,0,1
2016-08-17,218.37,218.53,217.02,218.0,0,0,0,1
2016-08-16,217.96,218.68,217.96,218.6,0,0,0,1
2016-08-15,219.09,219.5,218.88,218.89,0,-1,0,1
2016-08-12,218.46,218.71,217.99,218.29,0,0,0,1
2016-08-11,218.65,218.94,217.95,218.26,0,0,0,1
2016-08-10,217.64,218.4,217.23,218.31,0,0,0,1
2016-08-09,218.18,218.76,217.8,218.13,0,0,0,-1
2016-08-08,218.05,218.52,217.74,218.4,0,0,0,-1
2016-08-05,218.18,218.23,216.41,216.41,0,0,0,-1
2016-08-04,216.41,216.78,214.25,216.31,0,1,0,-1
2016-08-03,216.18,216.25,215.13,215.48,0,1,0,-1
2016-08-02,215.55,216.83,214.57,216.65,0,1,0,-1
2016-08-01,216.94,217.65,216.41,217.19,0,0,0,-1
2016-07-29,217.12,217.54,216.13,216.46,0,0,0,-1
2016-07-28,216.77,217.11,215.75,216.29,0,0,0,-1
2016-07-27,216.52,217.27,215.62,217.19,0,0,0,-1
2016-07-26,216.75,217.17,215.76,216.53,0,0,0,-1
2016-07-25,216.65,217.06,215.97,217.0,0,0,0,-1
2016-07-22,217.24,217.3,216.1,216.41,0,0,0,-1
2016-07-21,216.27,217.22,215.75,216.96,0,0,0,-1
2016-07-20,217.09,217.37,216.19,216.19,0,0,0,-1
2016-07-19,216.19,216.23,215.63,215.92,0,0,0,-1
2016-07-18,216.41,216.6,215.67,215.97,0,0,0,-1
2016-07-15,215.83,217.01,215.31,216.78,0,0,0,-1
2016-07-14,216.12,216.67,215.66,216.4,0,0,0,-1
2016-07-13,214.92,215.45,214.35,215.44,0,1,0,-1
2016-07-12,214.95,215.3,213.43,214.53,0,1,0,-1
2016-07-11,213.4,214.07,212.95,213.19,1,1,0,-1
2016-07-08,212.65,212.94,210.78,211.05,1,1,0,-1
2016-07-07,209.53,210.65,208.63,209.87,1,1,0,-1
2016-07-06,209.66,209.8,207.06,207.83,1,1,0,-1
2016-07-05,208.41,209.08,207.71,208.95,1,1,0,-1
2016-07-01,209.92,210.49,209.29,209.48,1,1,0,-1
2016-06-30,209.48,209.54,206.56,207.21,1,1,0,-1
2016-06-29,206.66,206.93,204.72,204.84,1,1,0,-1
2016-06-28,203.2,203.23,201.12,201.48,1,1,0,-1
2016-06-27,199.6,201.6,198.65,201.59,1,1,0,-1
2016-06-24,203.24,210.85,202.72,203.63,1,0,0,-1
2016-06-23,210.81,210.87,209.27,209.81,0,0,0,-1
2016-06-22,208.1,209.5,207.93,208.65,0,0,0,-1
2016-06-21,208.44,208.92,207.78,208.3,0,0,0,-1
2016-06-20,207.85,209.61,207.75,208.82,0,0,0,-1
2016-06-17,206.52,207.2,205.75,207.17,0,0,0,-1
2016-06-16,208.37,208.57,205.59,207.75,0,0,0,-1
2016-06-15,207.75,209.36,207.53,208.04,0,0,0,-1
2016-06-14,208.04,208.74,206.92,208.0,0,0,0,-1
2016-06-13,208.45,210.37,208.35,209.36,0,0,0,-1
2016-06-10,210.07,210.86,209.43,210.46,0,0,0,-1
2016-06-09,212.08,212.22,211.19,211.51,0,-1,0,-1
2016-06-08,212.37,212.52,211.69,211.84,0,-1,0,-1
2016-06-07,211.68,212.34,211.5,211.53,-1,-1,0,1
2016-06-06,211.35,211.77,210.51,210.7,0,0,0,1
2016-06-03,210.28,210.69,208.86,210.25,0,0,0,1
2016-06-02,210.91,210.93,209.24,209.8,0,0,0,1
2016-06-01,210.27,210.48,208.89,209.12,0,0,0,1
2016-05-31,209.84,210.69,209.18,210.56,0,0,0,1
2016-05-27,210.24,210.25,209.47,209.53,0,0,0,1
2016-05-26,209.34,209.71,208.97,209.44,0,0,0,1
2016-05-25,209.28,209.77,207.87,208.67,0,0,0,1
2016-05-24,207.87,208.24,206.14,206.17,0,1,0,-1
2016-05-23,205.21,205.84,204.99,205.51,0,1,0,-1
2016-05-20,205.49,206.1,204.86,204.92,0,1,0,-1
2016-05-19,204.2,204.54,202.78,204.06,1,1,0,-1
2016-05-18,204.91,206.3,203.63,204.44,1,1,0,-1
2016-05-17,204.85,206.8,204.23,206.46,1,1,0,-1
2016-05-16,206.78,207.34,204.89,204.96,0,0,0,-1
2016-05-13,204.76,206.86,204.38,206.21,1,0,0,-1
2016-05-12,206.56,207.49,205.37,207.29,0,0,0,-1
2016-05-11,206.5,208.54,206.5,207.91,0,0,0,-1
2016-05-10,208.45,208.47,206.64,206.72,0,0,0,-1
2016-05-09,205.89,206.4,205.36,205.57,0,0,0,-1
2016-05-06,205.72,205.77,203.88,204.06,0,0,0,-1
2016-05-05,204.97,205.98,204.47,205.56,0,0,0,-1
2016-05-04,205.01,205.85,204.42,204.99,0,0,0,-1
2016-05-03,206.16,206.8,205.28,206.52,0,0,0,-1
2016-05-02,207.97,208.18,206.41,206.92,0,0,0,-1
2016-04-29,206.33,207.13,205.03,206.72,0,0,0,-1
2016-04-28,207.45,209.76,206.96,208.46,0,-1,0,-1
2016-04-27,209.35,209.81,208.05,208.47,0,-1,0,1
2016-04-26,208.92,209.52,208.36,209.04,0,-1,0,-1
2016-04-25,208.61,208.66,207.54,208.26,0,-1,0,1
2016-04-22,208.97,209.29,207.91,208.55,0,-1,0,1
2016-04-21,208.97,210.25,208.65,210.12,0,-1,0,1
2016-04-20,210.1,210.92,209.39,209.95,0,-1,0,1
2016-04-19,209.9,210.2,208.94,209.74,0,-1,0,1
2016-04-18,209.24,209.28,207.0,207.78,0,0,0,1
2016-04-15,207.78,208.17,207.4,208.01,0,0,0,1
2016-04-14,208.01,208.6,207.6,208.07,0,0,0,1
2016-04-13,208.0,208.1,206.84,207.0,0,0,0,1
2016-04-12,205.92,206.25,203.7,204.22,0,1,0,-1
2016-04-11,204.02,206.07,203.91,205.25,0,1,0,-1
2016-04-08,204.5,205.85,203.87,205.34,0,1,0,-1
2016-04-07,203.95,205.56,203.09,205.14,1,1,0,-1
2016-04-06,206.42,206.49,203.98,204.19,0,0,0,1
2016-04-05,204.19,206.26,203.89,204.67,0,1,0,-1
2016-04-04,206.25,207.07,205.89,206.83,0,0,0,1
2016-04-01,206.92,207.14,203.98,204.35,0,0,0,-1
2016-03-31,205.52,206.41,205.33,205.91,0,0,0,-1
2016-03-30,206.02,206.87,205.59,206.3,0,0,0,-1
2016-03-29,205.12,205.25,202.4,202.76,0,1,0,-1
2016-03-28,203.24,203.86,202.71,203.61,0,1,0,-1
2016-03-24,203.12,203.16,201.74,202.0,0,1,0,-1
2016-03-23,203.21,204.33,203.01,204.11,0,0,0,-1
2016-03-22,204.56,205.23,203.57,203.76,0,0,0,-1
2016-03-21,204.67,204.94,203.8,204.07,0,0,0,-1
2016-03-18,204.38,204.78,203.8,204.17,0,0,0,-1
2016-03-17,204.63,205.23,202.77,203.24,0,0,0,-1
2016-03-16,203.34,203.82,201.55,201.6,0,1,0,-1
2016-03-15,202.17,202.53,201.05,201.36,0,1,0,-1
2016-03-14,202.5,203.04,201.77,202.16,0,1,0,-1
2016-03-11,202.76,202.81,199.52,201.26,1,1,0,-1
2016-03-10,199.54,201.07,197.38,199.96,1,1,0,-1
2016-03-09,199.38,199.79,198.43,199.36,1,1,0,-1
2016-03-08,198.4,199.92,198.21,199.32,1,1,0,-1
2016-03-07,200.59,201.07,199.25,199.34,0,1,0,-1
2016-03-04,200.43,201.35,199.03,200.01,0,0,0,-1
2016-03-03,199.78,199.8,198.11,198.79,0,1,0,-1
2016-03-02,199.0,199.06,197.25,197.74,1,1,0,-1
2016-03-01,198.11,198.21,194.45,195.01,1,1,0,-1
2016-02-29,193.56,196.23,193.33,195.11,1,1,0,-1
2016-02-26,195.09,196.68,194.9,196.57,1,1,0,-1
2016-02-25,195.54,195.55,192.83,193.73,1,1,0,-1
2016-02-24,193.2,193.53,189.32,190.63,1,1,0,-1
2016-02-23,192.32,194.32,192.18,194.0,1,1,0,-1
2016-02-22,194.78,194.95,193.79,193.87,0,0,0,-1
2016-02-19,192.0,192.18,190.45,191.17,0,1,0,-1
2016-02-18,192.09,193.27,191.72,193.2,0,1,0,-1
2016-02-17,192.88,193.32,191.01,191.16,0,0,0,-1
2016-02-16,189.78,189.81,187.63,188.77,1,1,0,-1
2016-02-12,186.63,186.65,183.96,184.96,1,1,0,-1
2016-02-11,182.86,184.1,181.09,182.34,1,1,0,-1
2016-02-10,185.27,188.34,185.12,186.41,1,1,0,-1
2016-02-09,185.43,186.94,183.2,183.36,1,1,0,-1
2016-02-08,185.42,186.12,182.8,185.77,0,1,0,-1
2016-02-05,187.95,191.67,187.2,190.99,0,0,0,-1
2016-02-04,191.6,192.75,189.96,190.71,0,0,0,-1
2016-02-03,191.3,191.78,187.1,191.41,0,0,0,-1
2016-02-02,190.16,191.97,189.54,191.96,0,0,0,-1
2016-02-01,193.65,194.58,191.84,192.53,0,0,0,-1
2016-01-29,193.72,193.88,189.88,190.02,0,0,0,-1
2016-01-28,189.11,190.2,187.16,189.96,0,0,0,-1
2016-01-27,188.13,191.56,187.06,189.58,0,0,0,-1
2016-01-26,190.2,190.53,188.02,188.42,0,0,0,-1
2016-01-25,187.64,190.15,187.41,189.92,0,0,0,-1
2016-01-22,190.52,190.76,188.88,189.78,0,0,0,-1
2016-01-21,186.69,188.87,184.64,186.21,0,0,0,-1
2016-01-20,185.65,187.5,181.02,185.03,0,1,0,-1
2016-01-19,188.06,190.11,186.2,189.96,0,0,0,-1
2016-01-15,187.81,188.76,185.52,186.77,0,0,0,-1
2016-01-14,191.93,193.26,187.66,189.55,0,0,0,1
2016-01-13,188.83,194.86,188.38,194.45,0,0,0,1
2016-01-12,193.66,194.55,191.14,193.82,0,-1,0,1
2016-01-11,192.11,193.41,189.82,193.01,0,0,0,1
2016-01-08,191.92,195.85,191.58,195.19,0,-1,0,1
2016-01-07,194.05,197.44,193.59,195.33,0,-1,0,1
2016-01-06,198.82,200.06,197.6,198.34,0,-1,0,1
2016-01-05,201.36,201.9,200.05,201.4,0,-1,0,1
2016-01-04,201.02,201.03,198.59,200.49,0,-1,0,1
2015-12-31,203.87,205.89,203.87,205.13,0,-1,0,1
2015-12-30,205.93,207.21,205.76,207.11,-1,-1,0,1
2015-12-29,207.4,207.79,206.47,206.51,-1,-1,0,1
2015-12-28,205.21,205.26,203.94,204.86,-1,-1,0,1
2015-12-24,205.68,206.33,205.42,205.72,-1,-1,0,1
2015-12-23,206.02,206.07,204.58,204.69,-1,0,0,1
2015-12-22,203.5,203.85,201.55,202.72,-1,0,0,1
2015-12-21,201.67,201.88,200.09,201.41,0,0,0,1
2015-12-18,200.02,202.93,199.83,202.77,0,0,0,1
2015-12-17,204.86,208.48,204.84,208.4,-1,0,0,1
2015-12-16,208.03,208.39,204.8,206.37,-1,0,0,1
2015-12-15,205.03,206.11,202.87,204.7,0,0,0,1
2015-12-14,202.9,203.05,199.95,202.07,0,0,0,1
2015-12-11,201.88,204.14,201.51,203.35,0,0,0,1
2015-12-10,205.87,207.43,205.14,205.42,0,0,0,1
2015-12-09,205.34,208.68,204.18,206.19,0,0,0,1
2015-12-08,206.95,208.29,205.78,206.49,0,0,0,1
2015-12-07,208.35,209.73,207.2,209.23,0,-1,0,1
2015-12-04,209.62,209.97,205.61,205.61,0,-1,0,1
2015-12-03,205.61,209.15,204.75,208.83,0,0,0,1
2015-12-02,208.53,211.0,208.23,210.62,0,-1,0,1
2015-12-01,210.68,210.82,209.11,209.44,0,-1,0,1
2015-11-30,208.69,209.89,208.56,209.75,0,-1,0,1
2015-11-27,209.56,209.8,208.86,209.43,0,-1,0,1
2015-11-25,209.32,209.74,209.01,209.5,0,0,0,1
2015-11-24,209.35,209.83,207.41,207.87,0,0,0,1
2015-11-23,209.07,209.98,208.52,209.38,0,0,0,1
2015-11-20,209.31,210.12,208.86,209.45,0,0,0,1
2015-11-19,208.55,209.05,208.2,208.59,0,0,0,1
2015-11-18,208.73,208.9,205.99,206.04,0,0,0,1
2015-11-17,205.47,207.04,204.88,205.99,0,0,0,1
2015-11-16,205.62,205.69,202.18,202.32,0,1,0,-1
2015-11-13,202.54,204.67,202.44,204.35,0,1,0,-1
2015-11-12,204.84,207.06,204.82,206.5,0,0,0,1
2015-11-11,207.74,208.94,207.66,208.88,0,0,0,1
2015-11-10,208.56,208.6,207.19,207.51,0,0,0,1
2015-11-09,208.08,209.49,206.95,209.31,0,0,0,1
2015-11-06,210.04,210.32,208.46,209.74,0,0,0,1
2015-11-05,210.15,210.98,209.09,210.43,0,0,0,1
2015-11-04,210.38,211.5,209.72,211.35,0,-1,0,1
2015-11-03,211.0,211.66,209.7,209.97,0,-1,0,1
2015-11-02,210.39,210.62,208.17,208.32,0,0,0,1
2015-10-30,207.93,209.44,207.74,209.06,0,0,0,-1
2015-10-29,208.89,209.27,208.21,208.35,0,0,0,1
2015-10-28,208.94,208.98,206.21,207.0,0,0,0,-1
2015-10-27,206.57,207.0,205.79,206.2,0,0,0,-1
2015-10-26,206.99,207.37,206.56,207.3,0,0,0,-1
2015-10-23,207.52,207.95,206.3,207.25,0,0,0,-1
2015-10-22,205.21,205.51,201.85,202.98,0,1,0,-1
2015-10-21,201.85,203.79,201.65,203.61,1,1,0,-1
2015-10-20,203.11,203.84,202.55,202.85,0,1,0,-1
2015-10-19,203.37,203.37,202.13,202.5,1,1,0,-1
2015-10-16,203.27,203.29,201.92,202.83,1,1,0,-1
2015-10-15,202.35,202.36,199.64,200.08,1,1,0,-1
2015-10-14,199.29,200.87,198.94,200.18,1,1,0,-1
2015-10-13,200.25,202.16,200.05,200.65,1,1,0,-1
2015-10-12,201.52,201.76,200.91,201.42,0,0,0,-1
2015-10-09,201.33,201.9,200.58,201.38,1,0,0,-1
2015-10-08,201.21,201.55,198.59,198.95,1,0,0,-1
2015-10-07,199.41,199.83,197.48,198.9,1,1,0,-1
2015-10-06,197.79,198.98,197.0,198.31,1,1,0,-1
2015-10-05,198.47,198.74,196.33,196.46,1,1,0,-1
2015-10-02,195.0,195.03,189.12,189.77,1,1,0,-1
2015-10-01,192.13,192.49,189.82,192.08,1,1,0,-1
2015-09-30,191.59,191.83,189.44,190.37,1,1,0,-1
2015-09-29,188.08,189.74,186.93,188.27,1,1,0,-1
2015-09-28,187.91,191.91,187.64,191.78,1,1,0,-1
2015-09-25,192.87,195.0,191.81,194.64,0,0,0,-1
2015-09-24,192.93,193.45,190.56,192.15,0,0,0,-1
2015-09-23,193.6,194.67,192.91,194.11,0,0,0,-1
2015-09-22,193.9,194.46,192.56,193.88,0,0,0,-1
2015-09-21,196.44,197.68,195.21,196.44,0,0,0,-1
2015-09-18,195.36,198.68,194.96,195.71,0,0,0,-1
2015-09-17,199.7,202.89,199.28,200.02,0,0,0,-1
2015-09-16,200.14,200.41,198.41,198.82,0,0,0,-1
2015-09-15,198.45,198.99,195.96,196.61,0,0,0,-1
2015-09-14,195.98,197.01,195.43,196.95,0,0,0,-1
2015-09-11,196.74,196.82,194.53,195.38,0,0,0,-1
2015-09-10,195.85,197.22,194.25,194.56,0,0,0,-1
2015-09-09,194.76,199.47,194.35,199.32,0,0,0,-1
